code,country,age_midage,age_old,age_veryold,age_veryyoung,age_young,code_numeric,education,fhpolrigaug,laborshare,lpop,lrgdpch,medage,nsave,polity4,socialist,year,year_numeric,sample,worldincome,worlddemocracy,samplebalancefe,samplebalancegmm
TON,Tonga,0.1386139,0.1089109,0.0693069,0.3960396,0.2871287,181,,0.6666667,,4.564348,,20,,,0,1990,39,1,,,,
TTO,Trinidad and Tobago,0.199177,0.1069959,0.0872428,0.3349794,0.2716049,182,6.662,1,,7.102499,9.078541,24.1,0.2910169,0.95,0,1990,39,1,17.65338,0.5540915,1,1
TUN,Tunisia,0.1655702,0.0975877,0.0702973,0.3802388,0.2863061,183,3.017,0.3333333,,9.006313,8.504511,20.7,0.2545189,0.25,0,1990,39,1,15.16402,0.4955885,1,
TUR,Turkey,0.1741297,0.1037937,0.0686692,0.3673409,0.2860665,184,3.954,0.8333333,0.2536523,10.93585,8.655212,21.3,0.2045871,0.95,0,1990,39,1,6.251072,0.149536,1,1
TWN,Taiwan,,,,,,186,7.435,0.6666667,0.4120382,,9.303891,,0.2797398,0.45,0,1990,39,1,,,1,
TZA,Tanzania,0.1428955,0.0785638,0.0371336,0.4693878,0.2720193,187,,0.1666667,,10.14526,6.201927,16.4,-0.0076681,0.15,0,1990,39,1,5.393167,0.1635174,1,
UGA,Uganda,0.1405368,0.074185,0.0410667,0.4824329,0.2617786,188,2.584,0.1666667,,9.700759,6.53124,15.8,0.0062802,0.15,0,1990,39,1,5.002018,0.1483474,1,1
URY,Uruguay,0.1882845,0.1573865,0.1641455,0.2603798,0.2298037,191,6.687,1,0.2334082,8.041091,8.890516,30.7,0.1700718,1,0,1990,39,1,8.732199,0.2626756,1,1
USA,United States,0.2410152,0.1443041,0.1645731,0.2177115,0.2323961,192,11.999,1,0.3549913,12.42697,10.18331,32.8,0.1635425,1,0,1990,39,1,3.756992,0.1156333,1,1
VCT,St. Vincent and the Grenadines,0.1559633,0.0825688,0.0825688,0.3853211,0.293578,195,,1,,4.673296,8.585469,20.3,0.1873084,,0,1990,39,1,21.54385,0.7856186,,
VEN,"Venezuela, RB",0.1854586,0.0928062,0.0571194,0.3815311,0.2830847,196,4.89,1,0.1899741,9.878272,8.84677,20.9,0.2942207,0.95,0,1990,39,1,9.356541,0.315345,1,1
VNM,Vietnam,0.1612054,0.08674,0.0724978,0.388809,0.2907478,197,,0,,11.10044,7.083342,20.2,0.0604762,0.15,0,1990,39,1,0.6259133,0.0188882,,
VNM_N,"Vietnam, North",,,,,,198,,,,,,,,,0,1990,39,1,0.6259133,0.0188882,,
VNM_S,"Vietnam, South",,,,,,199,,,,,,,,,0,1990,39,1,0.6259133,0.0188882,,
VUT,Vanuatu,0.1610738,0.0872483,0.0536913,0.4362416,0.261745,200,,0.8333333,,4.992471,,18.1,,,0,1990,39,1,,,,
YEM_N,"Yemen, N.Arab",,,,,,204,,,,,,,,0.25,0,1990,39,1,,,,
YEM_S,"Yemen, South",,,,,,205,,,,,,,,0.15,0,1990,39,1,,,,
ZAF,South Africa,0.1755048,0.0960975,0.0512375,0.3858011,0.2913591,208,5.137,0.3333333,0.5136679,10.4688,8.960091,20.3,0.1757311,0.75,0,1990,39,1,8.240421,0.2852101,1,1
ZAR,"Congo, Dem. Rep.",0.142601,0.0817768,0.0445545,0.4701632,0.2609045,209,2.3,0.1666667,,10.51865,6.349827,16.4,0.0934914,0.1,0,1990,39,1,4.695276,0.1432157,1,1
ZMB,Zambia,0.1447914,0.0798975,0.0434252,0.4586484,0.2732374,210,4.093,0.1666667,,8.959826,6.928319,16.8,0.1657277,0.05,0,1990,39,1,14.86627,0.4102181,1,
ZWE,Zimbabwe,0.1418609,0.0724112,0.0450898,0.4626481,0.2779901,211,4.087,0.1666667,0.2641325,9.234155,7.977293,16.7,0.1744374,0.2,0,1990,39,1,7.142813,0.1998334,,
ADO,Andorra,,,,,,1,,1,,,,,,,0,1995,40,1,,,,
AFG,Afghanistan,0.1587219,0.0902893,0.0469401,0.4379684,0.2660803,2,1.126,0,,9.995604,,18,,,0,1995,40,1,,,,
AGO,Angola,0.1458276,0.0836323,0.0453584,0.4678443,0.2573374,3,,0.1666667,,9.336003,7.132994,16.6,0.1598837,,0,1995,40,1,13.36628,0.452346,,
ARE,United Arab Emirates,0.3227873,0.0897077,0.0180216,0.279135,0.2903484,5,,0.1666667,,7.758334,,27.2,,0.1,0,1995,40,1,,,,
ARG,Argentina,0.1899735,0.1407904,0.1318454,0.2890014,0.2483893,6,8.119,0.8333333,,10.45645,9.236609,27.4,0.1758085,0.85,0,1995,40,1,3.166904,0.0963091,1,1
ATG,Antigua,,,,,,8,,0.5,,4.177153,9.431346,,0.1790318,,0,1995,40,1,8.980489,0.3180447,,
AUS,Australia,0.2333997,0.1674413,0.1583112,0.2151948,0.2256529,9,10.307,1,,9.80162,10.01196,33.7,0.2163826,1,0,1995,40,1,6.739743,0.203664,1,1
AUT,Austria,0.2319831,0.1810388,0.1975646,0.1754473,0.2139662,10,8.439,1,,8.993054,9.953502,36.4,0.234021,1,0,1995,40,1,13.28773,0.4399922,1,1
BDI,Burundi,0.1522497,0.0702308,0.0449942,0.4736842,0.2588411,14,,0.1666667,,8.725183,6.541517,16.3,-0.0481411,,0,1995,40,1,5.818173,0.1624701,1,1
BEL,Belgium,0.2295551,0.1755944,0.2136727,0.1797376,0.2014403,15,8.546,1,,9.223927,9.948232,37.5,0.2437541,1,0,1995,40,1,,,1,1
BEN,Benin,0.1508778,0.0724214,0.0437088,0.4795172,0.2534748,16,1.946,0.8333333,,8.611048,6.971512,16,0.1005976,0.8,0,1995,40,1,9.819035,0.3066573,1,1
BFA,Burkina Faso,0.1239926,0.0639868,0.0433052,0.4879114,0.2808039,17,,0.3333333,,9.20914,6.770059,15.5,0.052766,0.25,0,1995,40,1,5.7091,0.1579239,1,1
BGD,Bangladesh,0.174716,0.0840964,0.0483931,0.4104987,0.2822958,18,2.32,0.6666667,,11.69633,7.291024,19.2,0.1397224,0.8,0,1995,40,1,4.281868,0.1087887,,
BHR,Bahrain,0.2901024,0.0836177,0.0358362,0.3088737,0.28157,20,5.567,0.1666667,,6.357842,,26.1,,0.05,0,1995,40,1,,,,
BHS,Bahamas,0.2155477,0.1130742,0.0742049,0.3144876,0.2826855,21,,1,,5.627621,,24.6,,,0,1995,40,1,,,,
BLZ,Belize,0.1581395,0.0744186,0.0604651,0.4232558,0.2837209,24,,1,,5.313206,8.735215,18.5,0.1640341,,0,1995,40,1,27.37053,0.9153935,,
BOL,Bolivia,0.1652627,0.0961358,0.0619067,0.4058029,0.2708918,25,5.183,0.8333333,,8.911125,7.868782,19.6,0.1060886,0.95,0,1995,40,1,7.431113,0.238764,1,1
BRA,Brazil,0.2107794,0.1131071,0.0705526,0.3240546,0.2815064,26,4.175,0.8333333,,11.97968,8.819525,23.9,0.2050759,0.9,0,1995,40,1,4.48591,0.1206637,1,1
BRB,Barbados,0.2452107,0.1187739,0.1417625,0.2260536,0.2681992,27,8.716,1,,5.576706,9.524599,30.4,0.2022532,,0,1995,40,1,16.63555,0.5828483,,
BRN,Brunei,0.244898,0.085034,0.0408163,0.329932,0.2993197,28,,0,,5.693732,,24.1,,,0,1995,40,1,,,,
BTN,Bhutan,0.149476,0.0970767,0.0634308,0.4412576,0.248759,29,,0,,6.544113,,17.9,,0.1,0,1995,40,1,,,,
BWA,Botswana,0.1591495,0.0747423,0.0386598,0.427835,0.2996134,30,4.702,0.8333333,,7.309882,8.680874,18,0.4056175,0.9,0,1995,40,1,4.80648,0.1209327,,
CAF,Central African Republic,0.157377,0.090313,0.0602086,0.4292101,0.2628912,31,1.99,0.6666667,,8.11582,6.997157,18.4,0.0618166,0.75,0,1995,40,1,5.215142,0.1691056,1,1
CAN,Canada,0.2561404,0.1683529,0.1608244,0.2035769,0.2111054,32,11.183,1,,10.28718,10.04093,34.8,0.220338,1,0,1995,40,1,12.63411,0.4141457,1,1
CHE,Switzerland,0.2409723,0.1961501,0.1999438,0.1711395,0.1917943,33,10.182,1,,8.859506,10.1079,38.1,0.2539048,1,0,1995,40,1,16.08604,0.5350472,1,1
CHL,Chile,0.2224646,0.1290731,0.0956436,0.2945316,0.258287,34,7.531,0.8333333,,9.561729,9.046407,27,0.2758887,0.9,0,1995,40,1,10.35107,0.3299124,1,1
CHN,China,0.2277097,0.1289656,0.0932646,0.2643538,0.2857063,35,5.484,0,,14.00187,7.943825,27.6,0.3554502,0.15,0,1995,40,1,4.813042,0.1488886,1,1
CIV,Cote d'Ivoire,0.1574551,0.0885424,0.045733,0.449116,0.2591535,36,,0.1666667,,9.538204,7.564293,17.4,0.1894167,0.2,0,1995,40,1,13.73502,0.4386739,1,1
CMR,Cameroon,0.1470106,0.0872969,0.0551662,0.4443119,0.2662144,37,2.753,0,,9.493487,7.525447,17.6,0.1950629,0.3,0,1995,40,1,9.198366,0.3104674,1,1
COG,"Congo, Rep.",0.1440736,0.0810627,0.0473433,0.4608311,0.2666894,38,4.269,0.5,,7.86442,7.473289,16.9,0.3869532,0.75,0,1995,40,1,19.64905,0.6668301,1,1
COL,Colombia,0.2039334,0.0996575,0.0654351,0.3442997,0.2866743,39,4.68,0.5,,10.55992,8.608838,22.9,0.1940828,0.85,0,1995,40,1,5.489046,0.1840249,1,1
COM,Comoros,0.1459016,0.0786885,0.0393443,0.452459,0.2836066,40,,0.5,,6.198479,7.417264,17.1,-0.0693651,,0,1995,40,1,12.33185,0.4102993,,
CPV,Cape Verde,0.1454082,0.0637755,0.0663265,0.4489796,0.2755102,41,,1,,5.945421,8.063305,17.1,0.0242845,,0,1995,40,1,10.66794,0.3801303,,
CRI,Costa Rica,0.2141007,0.1007194,0.072518,0.3447482,0.2679137,42,5.824,1,,8.140316,8.581841,23.5,0.2331894,1,0,1995,40,1,16.5682,0.5329651,1,1
CUB,Cuba,0.2252622,0.1556772,0.1234838,0.2232558,0.272321,43,,0,,9.302373,8.534362,30.2,0.0509682,0.15,0,1995,40,1,2.376754,0.0667361,,
CYP,Cyprus,0.218035,0.1615074,0.1493943,0.2516824,0.2193809,44,8.599,1,,6.59578,9.68425,31.9,0.2165108,1,0,1995,40,1,20.00099,0.5751694,1,1
DEU,Germany,0.2358099,0.1967817,0.2086359,0.1624316,0.1963409,47,,1,,11.3101,9.953698,38.4,0.2331309,1,0,1995,40,1,10.16383,0.3326727,,
DEU_W,"Germany, West",,,,,,49,9.571,,,,,,,,0,1995,40,1,10.16383,0.3326727,,
DJI,Djibouti,0.1602113,0.0915493,0.0457746,0.431338,0.2711267,50,,0.3333333,,6.363028,,18.4,,0.15,0,1995,40,1,,,,
DMA,Dominica,,,,,,51,,1,,4.29046,8.789487,,0.1454116,,0,1995,40,1,25.46016,0.9167004,,
DNK,Denmark,0.2190549,0.1982016,0.1985843,0.1737134,0.2104458,52,9.856,1,,8.561784,10.07164,37.7,0.2375871,1,0,1995,40,1,13.37883,0.4626199,1,1
DOM,Dominican Republic,0.191362,0.1010797,0.0598413,0.3645115,0.2832054,53,4.866,0.5,,8.948586,8.221441,21.8,0.1835055,0.75,0,1995,40,1,11.615,0.3779573,1,1
DZA,Algeria,0.1752932,0.08067,0.0582876,0.3924459,0.2933032,54,3.907,0.1666667,,10.2421,8.43754,19.7,0.2839005,0.35,0,1995,40,1,10.78691,0.3673703,1,
ECU,Ecuador,0.1845129,0.095852,0.0649829,0.3651671,0.2894852,55,6.249,0.8333333,,9.346618,8.264271,21.4,0.1978691,0.95,0,1995,40,1,9.431309,0.309781,1,1
EGY,"Egypt, Arab Rep.",0.1811678,0.1024838,0.0648615,0.3918623,0.2596246,56,4.244,0.1666667,,10.9713,8.190038,20.1,0.1213901,0.35,0,1995,40,1,8.536977,0.2754025,1,1
ESP,Spain,0.2162907,0.1639833,0.207652,0.1624308,0.2496432,58,6.616,1,,10.57669,9.699554,35.6,0.2214116,1,0,1995,40,1,7.17476,0.2052823,1,1
ETH_1,Ethiopia -pre 1993,0.1496821,0.0839898,0.0439765,0.4592189,0.2631327,61,,,,11.00383,,,,,0,1995,40,1,4.845422,0.1533056,,
FIN,Finland,0.2300764,0.197572,0.1895438,0.1901312,0.1926767,63,9.823,1,,8.538563,9.84103,37.8,0.2542307,1,0,1995,40,1,10.02871,0.3444865,1,1
FJI,Fiji,0.2041612,0.1118336,0.0507152,0.3563069,0.2769831,64,7.683,0.5,,6.64639,8.562225,22,0.1141213,0.75,0,1995,40,1,15.42412,0.5142957,,
FRA,France,0.2228319,0.1692697,0.2006605,0.195208,0.21203,65,7.944,1,,10.9655,9.909256,36.2,0.2061443,0.95,0,1995,40,1,8.561123,0.2626973,1,1
GAB,Gabon,0.1603604,0.081982,0.0693694,0.427027,0.2612613,66,,0.3333333,,6.982863,9.095333,18.5,0.4435028,0.3,0,1995,40,1,18.02384,0.6107035,1,1
GBR,United Kingdom,0.2163853,0.182242,0.2083088,0.1925023,0.2005615,67,9.032,1,,10.9725,9.883865,37,0.1644885,1,0,1995,40,1,10.421,0.341798,1,1
GHA,Ghana,0.1541581,0.0841901,0.0473498,0.4387709,0.2755312,70,3.749,0.5,,9.758288,7.149208,17.8,0.1173285,0.45,0,1995,40,1,5.585005,0.1680936,1,1
GIN,Guinea,0.1566726,0.0822292,0.0448026,0.4488458,0.2674498,71,,0.1666667,,8.79346,7.873855,17.4,0.1475994,0.45,0,1995,40,1,8.397012,0.2763847,1,
GMB,"Gambia, The",0.1689128,0.1033243,0.0521114,0.4222821,0.2533693,72,1.428,0,,7.01661,6.970135,19.1,0.0094418,0.15,0,1995,40,1,20.37173,0.6241279,,
GNB,Guinea-Bissau,0.1429773,0.0849453,0.0529857,0.4583684,0.2607233,73,,0.6666667,,6.982863,6.662519,17,-0.0117504,0.75,0,1995,40,1,10.80868,0.3563935,,
GNQ,Equatorial Guinea,0.159601,0.0947631,0.0623441,0.4289277,0.2543641,74,,0,,5.988961,7.043111,18.6,0.2239641,0.25,0,1995,40,1,34.21324,1.085714,,
GRC,Greece,0.2086083,0.1806791,0.2170253,0.1684362,0.2252511,75,8.047,1,,9.255122,9.431264,37.4,0.1160078,1,0,1995,40,1,9.115275,0.2646855,1,1
GRD,Grenada,,,,,,76,,1,,4.5486,8.496442,,0.2136913,,0,1995,40,1,15.70536,0.5810958,,
GTM,Guatemala,0.1440601,0.0786967,0.0525313,0.4505263,0.2741854,77,2.786,0.5,,9.207937,8.235296,17.2,0.087667,0.65,0,1995,40,1,7.988688,0.2543304,1,1
GUY,Guyana,0.1918919,0.0905405,0.0675676,0.3351351,0.3148649,78,5.808,0.8333333,,6.610696,7.878178,22.4,0.2085513,0.8,0,1995,40,1,28.40789,1.005734,,
HND,Honduras,0.155934,0.0762817,0.0482526,0.4378215,0.2817101,79,3.887,0.6666667,,8.634976,7.626646,17.8,0.2705446,0.8,0,1995,40,1,13.04463,0.4335624,1,1
HTI,Haiti,0.1545552,0.0892332,0.0574406,0.4290676,0.2697034,81,2.559,0.3333333,,8.877382,7.288907,18.2,-0.1244428,0.85,0,1995,40,1,12.6611,0.4303198,,
IDN,Indonesia,0.1928202,0.1112311,0.0686746,0.3339874,0.2932867,83,4.032,0,,12.16915,8.200976,23.1,0.3057633,0.15,0,1995,40,1,10.65424,0.3263544,1,1
IND,India,0.1898118,0.1118844,0.0714905,0.3572831,0.2695302,84,4.165,0.5,,13.74528,7.590337,22.6,0.2247744,0.95,0,1995,40,1,2.651558,0.0711148,1,1
IRL,Ireland,0.2067627,0.1538248,0.152439,0.2425166,0.2444568,85,8.786,1,,8.189244,9.756508,30.9,0.2918531,1,0,1995,40,1,24.42924,0.8446198,1,1
IRN,Iran,0.1653869,0.0801526,0.0620702,0.4252416,0.2671486,86,3.981,0.1666667,,10.98451,8.519805,18.3,0.3488889,0.2,0,1995,40,1,4.014843,0.1214521,1,1
IRQ,Iraq,0.158335,0.0853791,0.0440507,0.433726,0.2785092,87,4,0,,9.941698,,18.1,,0.05,0,1995,40,1,,,,
ISL,Iceland,0.2276119,0.1455224,0.1529851,0.2425373,0.2313433,88,8.348,1,,5.590987,9.927636,31.5,0.208688,1,0,1995,40,1,13.4305,0.4743652,1,1
ISR,Israel,0.1955506,0.1314264,0.1308656,0.2922041,0.2499533,89,9.062,1,,8.620652,9.6899,27,0.0903783,0.95,0,1995,40,1,12.45818,0.4231546,1,1
ITA,Italy,0.2151969,0.1901188,0.2238006,0.1495436,0.2213399,90,6.6,1,,10.95438,9.918014,38.5,0.2341074,1,0,1995,40,1,8.993806,0.2645171,1,1
JAM,Jamaica,0.1842105,0.0959514,0.0967611,0.3380567,0.2850202,91,4.923,0.8333333,,7.816014,8.244399,23,0.2511498,0.95,0,1995,40,1,18.44781,0.6278377,1,1
JOR,Jordan,0.1456813,0.0804895,0.0414215,0.4142151,0.3181925,92,6.417,0.5,,8.341649,8.230902,18.7,0.1222818,0.4,0,1995,40,1,21.21123,0.4251391,1,1
JPN,Japan,0.1989432,0.2191786,0.2051597,0.1595483,0.2171702,93,9.442,1,,11.73957,10.05485,39.7,0.2959304,1,0,1995,40,1,5.323592,0.1286982,1,1
KEN,Kenya,0.1447974,0.064184,0.0414385,0.4652428,0.2843373,95,3.504,0,,10.19201,7.133424,16.5,0.1171889,0.25,0,1995,40,1,10.70179,0.2828346,1,1
KHM,Cambodia,0.1646352,0.0862789,0.0443148,0.4781473,0.2266237,97,,0.1666667,,9.277561,7.076396,16.6,-0.0271595,0.55,0,1995,40,1,,,,
KIR,Kiribati,,,,,,98,,1,,4.382027,,,,,0,1995,40,1,,,,
KNA,St. Kitts and Nevis,,,,,,99,,1,,3.713572,9.286465,,0.2189479,,0,1995,40,1,18.71233,0.6511494,,
KOE,Korea,0.2329524,0.1526567,0.0894952,0.2458106,0.2790852,100,,,,11.10445,,,,,0,1995,40,1,,,,
KOR,"Korea, Rep.",0.2498723,0.1449282,0.0911573,0.23371,0.2803321,101,10.088,0.8333333,,10.71648,9.514257,29.3,0.3564592,0.8,0,1995,40,1,15.80907,0.4682671,1,1
KWT,Kuwait,0.3022982,0.0883913,0.0218032,0.2934591,0.2940483,102,6.539,0.3333333,,7.36834,,26.8,,0.15,0,1995,40,1,,,,
LAO,Lao PDR,0.1574114,0.0862879,0.0548911,0.4369927,0.2644169,103,,0,,8.452334,,18.1,,0.15,0,1995,40,1,,,,
LBN,Lebanon,0.1862091,0.0946934,0.0842072,0.3330156,0.3018748,104,,0.1666667,,8.295299,8.461366,23.3,-0.2069922,,0,1995,40,1,,,,
LBR,Liberia,0.1494361,0.0756579,0.0380639,0.4666353,0.2702068,105,2.273,0,,7.913155,,16.5,,,0,1995,40,1,,,,
LBY,Libya,0.1617925,0.1005681,0.0494425,0.3898591,0.2983379,106,,0,,8.466952,,19.6,,0.15,0,1995,40,1,,,,
LCA,St. Lucia,0.1811594,0.0869565,0.0797101,0.3550725,0.2971014,107,,1,,4.979764,8.751712,22,0.169347,,0,1995,40,1,16.31516,0.5893806,,
LIE,Liechtenstein,,,,,,108,,1,,,,,,,0,1995,40,1,,,,
LKA,Sri Lanka,0.2185673,0.1275866,0.0910369,0.2920603,0.270749,109,5.607,0.5,,9.757305,8.028013,26.4,0.1540523,0.75,0,1995,40,1,15.46046,0.3595195,1,1
LSO,Lesotho,0.1366607,0.0885324,0.0677362,0.4301842,0.2768865,110,4.253,0.5,,7.533159,7.207245,18,-0.1693702,0.9,0,1995,40,1,2.112638,0.0658152,,
LUX,Luxembourg,0.2419753,0.1802469,0.1827161,0.1851852,0.2098765,112,,1,,6.014937,10.44502,36.1,0.3403713,,0,1995,40,1,,,1,1
MAR,Morocco,0.1892838,0.0902079,0.0613309,0.3629928,0.2961845,114,,0.3333333,,10.18059,8.140558,21.3,0.111471,0.15,0,1995,40,1,10.65357,0.3107646,1,1
MDG,Madagascar,0.1582191,0.0807773,0.0479298,0.4474657,0.265608,116,,0.8333333,,9.49552,6.708395,17.5,0.0355977,0.95,0,1995,40,1,5.97407,0.1856412,1,1
MDV,Maldives,0.1547619,0.0753968,0.0595238,0.452381,0.2579365,117,,0.1666667,,5.493062,,17.1,,,0,1995,40,1,,,,
MEX,Mexico,0.1787791,0.0954951,0.0635683,0.3594124,0.302745,118,6.366,0.5,,11.42021,8.878354,21.3,0.2248399,0.7,0,1995,40,1,6.523386,0.2198814,1,1
MLI,Mali,0.1314087,0.0702906,0.0389109,0.4864343,0.2729555,120,0.687,0.8333333,,9.171599,6.69913,15.6,0.0779854,0.85,0,1995,40,1,7.664119,0.2047077,1,1
MLT,Malta,0.2222222,0.1904762,0.1587302,0.2195767,0.2089947,121,7.121,1,,5.934894,9.431823,35,0.1832388,,0,1995,40,1,,,,
MMR,Myanmar,0.1867828,0.1045267,0.0671747,0.3517939,0.289722,122,2.286,0,,10.69991,,22.1,,0.15,0,1995,40,1,,,,
MNG,Mongolia,0.1800334,0.0776942,0.0572264,0.3897243,0.2953216,123,,0.8333333,,7.729735,,20,,0.95,0,1995,40,1,,,,
MOZ,Mozambique,0.1496552,0.085768,0.0499687,0.4446395,0.2699687,125,1.008,0.6666667,,9.66903,6.688275,17.7,-0.0188147,0.8,0,1995,40,1,7.662113,0.2098612,,
MRT,Mauritania,0.148631,0.0908301,0.0538896,0.4350283,0.271621,126,,0.1666667,,7.729735,7.139542,18,0.0559752,0.2,0,1995,40,1,17.99454,0.5798321,1,1
MUS,Mauritius,0.2440106,0.122449,0.0851819,0.2732919,0.2750666,127,5.34,1,,7.022868,9.335156,27.3,0.2331721,1,0,1995,40,1,22.83272,0.7298119,,
MWI,Malawi,0.1510748,0.0831011,0.0527468,0.4405852,0.2724921,128,2.596,0.8333333,,9.128045,6.51129,17.8,0.0797454,0.85,0,1995,40,1,12.18223,0.4176769,1,
MYS,Malaysia,0.2074638,0.1076848,0.0593666,0.3578689,0.267616,129,7.65,0.5,,9.933525,9.071631,22.5,0.3965193,0.65,0,1995,40,1,26.64696,0.7297918,1,1
NAM,Namibia,0.1531915,0.0826748,0.0541033,0.4328268,0.2772036,130,,0.8333333,,7.36834,8.39278,18.2,0.1281779,0.8,0,1995,40,1,1.336032,0.0467716,,
NER,Niger,0.1381295,0.0657443,0.0346431,0.497399,0.2640841,131,0.695,0.6666667,,9.117018,6.716748,15.1,0.0037424,0.9,0,1995,40,1,8.878257,0.268551,1,1
NGA,Nigeria,0.1501248,0.080909,0.046983,0.4588185,0.2631648,132,,0,,11.61971,6.830782,16.9,0.1819101,0.2,0,1995,40,1,9.365447,0.3191653,1,1
NIC,Nicaragua,0.1534117,0.0713963,0.0445097,0.4496159,0.2810664,133,4.01,0.5,,8.395251,7.506292,17.2,0.0080153,0.9,0,1995,40,1,12.44383,0.3902537,1,1
NLD,Netherlands,0.2391487,0.1839058,0.1771783,0.1839705,0.2157966,134,8.962,1,,9.646011,9.94662,35.9,0.2692366,1,0,1995,40,1,21.83887,0.6975885,1,1
NOR,Norway,0.2183987,0.1725166,0.2000459,0.1949989,0.2140399,135,11.817,1,,8.380227,10.0813,36.1,0.2968824,1,0,1995,40,1,13.409,0.474043,1,1
NPL,Nepal,0.1640957,0.098572,0.0565452,0.4122451,0.268542,136,1.533,0.6666667,,9.9252,7.124873,19.3,0.1378968,0.75,0,1995,40,1,4.511199,0.1177582,1,1
NZL,New Zealand,0.229103,0.1594002,0.1532907,0.2310469,0.2271591,137,11.311,1,,8.203988,9.76537,32.6,0.235014,1,0,1995,40,1,11.60865,0.3620902,1,1
OMN,Oman,0.2221726,0.0800179,0.0299508,0.4076889,0.2601699,139,,0.1666667,,7.666222,,19.9,,0.05,0,1995,40,1,,,,
PAK,Pakistan-post-1972,0.1653853,0.094209,0.0559356,0.4309736,0.2534965,140,2.377,0.6666667,,11.71484,7.551351,18.4,0.1330495,0.9,0,1995,40,1,7.832576,0.1922516,,
PAK_1,Pakistan-pre-1972,0.1700183,0.0891877,0.0521905,0.420807,0.2677965,141,,,,12.39878,,,,,0,1995,40,1,7.832576,0.1922516,,
PAN,Panama,0.195058,0.1078248,0.0752527,0.3328342,0.2890303,142,7.697,0.8333333,,7.875119,8.634871,23.4,0.2815927,0.95,0,1995,40,1,26.45658,0.8494628,1,1
PER,Peru,0.182867,0.1018585,0.0654864,0.3638461,0.285942,144,6.923,0.3333333,,10.07899,8.395685,21.5,0.1925974,0.55,0,1995,40,1,5.988619,0.1957733,1,1
PHL,Philippines,0.1768112,0.0918634,0.0515096,0.3942832,0.2855326,145,7.334,0.8333333,,11.13227,8.0161,19.8,0.1463799,0.9,0,1995,40,1,10.98968,0.3174166,1,1
PNG,Papua New Guinea,0.1733674,0.0833865,0.0402042,0.4186343,0.2844076,147,2.086,0.8333333,,8.416267,8.177335,19,0.2890816,1,0,1995,40,1,20.79666,0.6997029,,
PRK,"Korea, Dem. Rep.",0.1972958,0.1689436,0.0859923,0.2713109,0.2764574,149,,0,,9.969884,,27.7,,0.05,0,1995,40,1,,,,
PRT,Portugal,0.208409,0.1736237,0.1994354,0.1779593,0.2405727,150,4.541,1,,9.203013,9.47473,35.6,0.1810881,1,0,1995,40,1,13.34338,0.4256332,1,1
PRY,Paraguay,0.1828536,0.0822116,0.0517706,0.4162352,0.266929,151,5.728,0.5,,8.454892,8.587156,19.2,0.1824363,0.85,0,1995,40,1,6.382766,0.2042722,1,1
QAT,Qatar,0.348659,0.1091954,0.0229885,0.2624521,0.256705,152,,0,,6.224558,,29.1,,0,0,1995,40,1,,,,
RWA,Rwanda,0.1464174,0.0753505,0.0373832,0.4655374,0.2753115,155,1.762,0,,8.647519,6.607646,16.5,-0.0578442,0.2,0,1995,40,1,4.947362,0.1322168,1,1
SAU,Saudi Arabia,0.2088671,0.0772313,0.0342664,0.4200011,0.2596341,157,,0,,9.809443,,19.3,,0,0,1995,40,1,,,,
SDN,Sudan,0.1628793,0.0947785,0.051788,0.4110628,0.2794914,159,1.617,0,,10.23824,,19.2,,0.15,0,1995,40,1,,,,
SEN,Senegal,0.1534309,0.081334,0.0404271,0.4566939,0.2681142,160,2.049,0.5,,9.023769,7.284021,17,0.1131403,0.45,0,1995,40,1,12.2099,0.3594688,,
SGP,Singapore,0.2979275,0.1482441,0.0921128,0.2227979,0.2389177,162,7.817,0.3333333,,8.167919,10.02757,31.8,0.4988027,0.4,0,1995,40,1,80.46036,1.906259,1,1
SLB,Solomon Islands,0.144,0.08,0.0453333,0.4453333,0.2853333,164,,1,,5.905362,,17.4,,,0,1995,40,1,,,,
SLE,Sierra Leone,0.158217,0.0911095,0.0487387,0.435709,0.2662258,165,1.649,0,,8.414052,6.789893,18.1,-0.0189524,0.15,0,1995,40,1,6.357568,0.1929097,1,
SLV,El Salvador,0.1581084,0.0952885,0.0688195,0.3740956,0.303688,166,4.05,0.6666667,,8.642944,8.338053,20.2,0.04202,0.85,0,1995,40,1,11.1657,0.3517241,1,1
SOM,Somalia,0.1464873,0.0739231,0.0402229,0.475744,0.2636228,167,,0,,8.902184,,16.1,,,0,1995,40,1,,,,
STP,Sao Tome and Principe,0.1363636,0.0681818,0.0681818,0.4469697,0.280303,168,,1,,4.882802,7.180779,17.2,-0.3508634,,0,1995,40,1,18.87814,0.6924575,,
SUR,Suriname,0.1829268,0.0902439,0.0756098,0.3439024,0.3073171,169,,0.6666667,,6.013715,,22.4,,,0,1995,40,1,,,,
SWE,Sweden,0.2039198,0.192251,0.2203467,0.1885125,0.19497,172,11.235,1,,9.086023,9.93772,38.5,0.2346672,1,0,1995,40,1,13.03928,0.444644,1,1
SWZ,Swaziland,0.1395101,0.0788072,0.0468584,0.4589989,0.2758254,173,5.377,0.1666667,,6.802395,,16.8,,0.05,0,1995,40,1,,,,
SYC,Seychelles,,,,,,174,,0.6666667,,4.32148,9.138081,,0.2348954,,0,1995,40,1,15.91302,0.460905,,
